00A,Bensalem
SASQ,Laboulaye
SASR,Rivadavia
SAST,Tartagal
SATC,Clorinda
SATD,El Dorado
SATG,Goya
SATI,Bernardo de Irigoyen
SATK,Las Lomitas
SATM,Mercedes
SATO,Oberá
SATR,Reconquista
SATU,Curuzu Cuatia
SAVA,Piedra del Aguila
SAVB,El Bolson
SAVC,Comodoro Rivadavia
SAVD,El Maiten
SAVE,Esquel
SAVH,Las Heras
SAVJ,Ingeniero Jacobacci
SAVM,Sarmiento
SAVN,San Antonio Oeste
SAVO,San Pedro
SAVP,Paso de los Indios
SAVQ,Maquinchao
SAVR,Alto Rio Senguerr
SAVS,Sierra Grande
SAVT,Rawson
SAVV,Viedma / Carmen de Patagones
SAVY,Puerto Madryn
SAWA,El Calafate
SAWB,Seymour Island
SAWC,El Calafate
SAWD,Puerto Deseado
SAWE,Rio Grande
SAWG,Rio Gallegos
SAWH,Ushuahia
SAWJ,San Julian
SAWL,Tolwin (Lago Fagnano)/observatorio MET(TAIS)
SAWM,Rio Mayo
SAWO,Ushuahia
SAWP,Perito Moreno
SAWR,Gobernador Gregores
SAWS,Chubut
SAWT,El Turbio
SAWU,Santa Cruz
SAWZ,
SAYB,
SAYE,Hope Bay
SAYJ,South Shetland Archipielago- King George Island
SAYO,Laurie Island
SAYS,
SAZA,Azul
SAZB,Bahia Blanca
SAZC,Coronel Suarez
SAZD,Dolores
SAZE,Pigüé
SAZF,Olavarria
SAZG,General Pico
SAZH,Tres Arroyos
SAZI,Bolivar
SAZJ,Benito Juarez
SAZK,Cerro Catedral
SAZL,Santa Teresita
SAZM,Mar del Plata
SAZN,Neuquen
SAZO,Necochea
SAZP,Pehuajó
SAZQ,Rio Colorado
SAZR,Santa Rosa
SAZS,San Carlos de Bariloche
SAZT,Tandil
SAZU,Puelches
SAZV,Villa Gesell
SAZW,Cutral-Co
SAZX,Nueve de Julio
SAZY,Chapelco/San Martin de los Andes
SB-VIU,Viru
SB03,Sao Jose so Barreiro
SB04,Serra Do Salitre
SB06,Pirenopolis
SB26,Campo Formos
SB29,3 Marias
SBAA,Conceição Do Araguaia
SBAE,Bauru
SBAF,Rio De Janeiro
SBAM,Amapá
SBAN,Anápolis
SBAQ,Araraquara
SBAR,Aracaju
SBAT,Alta Floresta
SBAU,Araçatuba
SBAV,Rosana
SBAX,Araxá
SBBE,Belém
SBBG,Bagé
SBBH,Belo Horizonte
SBBI,Curitiba
SBBP,Bragança Paulista
SBBQ,Barbacena
SBBR,Brasília
SBBT,Barretos
SBBU,Bauru
SBBV,Boa Vista
SBBW,Barra Do Garças
SBBZ,Cabo Frio
SBCA,Cascavel
SBCB,Cabo Frio
SBCC,Novo Progresso
SBCD,Caçador
SBCF,Belo Horizonte
SBCG,Campo Grande
SBCH,Chapecó
SBCI,Carolina
SBCJ,Carajás
SBCM,Criciúma
SBCN,Caldas Novas
SBCO,Porto Alegre
SBCP,Campos Dos Goytacazes
SBCR,Corumbá
SBCT,Curitiba
SBCV,Caravelas
SBCX,Caxias Do Sul
SBCY,Cuiabá
SBCZ,Cruzeiro Do Sul
SBDB,Bonito
SBDN,Presidente Prudente
SBEC,Macaé
SBEG,Manaus
SBEK,Jacareacanga
SBEP,Espinosa
SBES,São Pedro Da Aldeia
SBFI,Foz Do Iguaçu
SBFL,Florianópolis
SBFN,Fernando De Noronha
SBFS,Campos Dos Goytacazes
SBFU,São José Da Barra
SBFZ,Fortaleza
SBGL,Rio De Janeiro
SBGM,Guajará-Mirim
SBGO,Goiânia
SBGP,Gavião Peixoto
SBGR,São Paulo
SBGU,Guarapuava
SBGV,Governador Valadares
SBGW,Guaratinguetá
SBHT,Altamira
SBIC,Itacoatiara
SBIH,Itaituba
SBIL,Ilhéus
SBIP,Ipatinga
SBIT,Itumbiara
SBIZ,Imperatriz
SBJC,Belém
SBJD,Jundiaí
SBJF,Juiz De Fora
SBJP,João Pessoa
SBJR,Rio De Janeiro
SBJU,Juazeiro Do Norte
SBJV,Joinville
SBKG,Campina Grande
SBKP,Campinas
SBLB,Macaé
SBLE,Lençóis
SBLJ,Lages
SBLN,Lins
SBLO,Londrina
SBLP,Bom Jesus Da Lapa
SBLS,Lagoa Santa
SBMA,Marabá
SBMC,Minaçu
SBMD,Almeirim
SBME,Macaé
SBMG,Maringá
SBMK,Montes Claros
SBML,Marília
SBMM,Macaé
SBMN,Manaus
SBMO,Maceió
SBMQ,Macapá
SBMS,Mossoró
SBMT,São Paulo
SBMY,Manicoré
SBNF,Navegantes
SBNM,Santo Ângelo
SBNT,Natal
SBOI,Oiapoque
SBPA,Porto Alegre
SBPB,Parnaíba
SBPC,Poços De Caldas
SBPF,Passo Fundo
SBPJ,Palmas
SBPK,Pelotas
SBPL,Petrolina
SBPN,Porto Nacional
SBPP,Ponta Porã
SBPR,Belo Horizonte
SBPS,Porto Seguro
SBPV,Porto Velho
SBQV,Vitória Da Conquista
SBRB,Rio Branco
SBRF,Recife
SBRJ,Rio De Janeiro
SBRP,Ribeirão Preto
SBRQ,Sao Roque
SBRR,
SBSC,Rio De Janeiro
SBSG,Natal
SBSJ,São José Dos Campos
SBSL,São Luís
SBSM,Santa Maria
SBSN,Santarém
SBSP,São Paulo
SBSR,São José Do Rio Preto
SBST,Guarujá
SBSV,Salvador
SBT,San Bernardino
SBTA,Taubaté
SBTB,Oriximiná
SBTC,Una
SBTD,Toledo
SBTE,Teresina
SBTF,Tefé
SBTK,Tarauacá
SBTL,Telêmaco Borba
SBTR,Torres
SBTS,Óbidos
SBTT,Tabatinga
SBTU,Tucuruí
SBTV,Porto Seguro
SBUA,São Gabriel Da Cachoeira
SBUF,Paulo Afonso
SBUG,Uruguaiana
SBUL,Uberlândia
SBUR,Uberaba
SBVG,Varginha
SBVH,Vilhena
SBVT,Vitória
SBYA,São Gabriel Da Cachoeira
SBYS,Pirassununga
SBZM,Juiz de Fora
SC-0001,Praslin Island
SC-0002,Praslin Island
SC00,Woodruff
SC01,Allendale
SC02,Beaufort
SC03,Cameron
SC04,Rock Hill
SC05,Beaufort
SC06,Charleston
SC07,St Matthews
SC08,York
SC09,Manning
SC10,Chesnee
SC11,Fort Jackson
SC12,Garnett
SC13,Gaston
SC14,Gilbert
SC15,Green Pond
SC16,Hartsville
SC17,Holly Hill
SC18,West Columbia
SC19,Lamar
SC1A,Canchones
SC20,Langley
SC21,Loris
SC22,Columbia
SC23,Pelion
SC24,Seneca
SC25,W Society Hill
SC26,West Union
SC27,Lynchburg
SC28,Surfside Beach
SC29,Timmonsville
SC30,Aiken
SC31,Lancaster
SC32,Pelzer
SC33,Simpsonville
SC34,Iva
SC35,Ehrhardt
SC36,Greer
SC37,Cross
SC38,Manning
SC39,Woodruff
SC40,Spartanburg
SC41,Manning
SC42,Charleston
SC43,Williamston
SC44,Boykin
SC45,Gilbert
SC46,Batesburg
SC47,Simpsonville
SC48,Turbeville
SC50,Charleston
SC51,Meggett
SC52,Six Mile
SC53,Clemson
SC54,Spartanburg
SC55,Ehrhardt
SC56,Mountville
SC57,Wedgefield
SC58,Greenville
SC59,Greenville
SC60,Scranton
SC61,Cheraw
SC62,Varnville
SC63,Jenkinsville
SC64,Orangeburg
SC65,Mount Pleasant
SC66,Union
SC67,Rock Hill
SC68,Frogmore
SC69,Ehrhardt
SC70,Walhalla
SC71,Charleston
SC72,Greer
SC73,Newberry
SC74,Beaufort
SC75,Pickens
SC76,Lancaster
SC77,Columbia
SC78,Cleveland
SC79,Lancaster
SC80,Pendleton
SC81,Abbeville
SC82,Williamson
SC83,Abbeville
SC84,Blacksburg
SC85,Chester
SC86,Easley
SC87,Vance
SC88,Chesnee
SC89,Dillon
SC90,St. Matthews
SC91,Branchville
SC92,Abbeville
SC93,Darlington
SC94,Johnsonville
SC95,Perry
SC96,Seneca
SC97,Mauldin
SC98,Goose Creek
SC99,Lexington
SCAA,Frutillar
SCAB,La Lumbrera
SCAC,Ancud
SCAD,Ovalle
SCAE,Arica
SCAF,Alhue
SCAG,Palmilla
SCAH,Achao
SCAJ,Retiro
SCAK,Recinto
SCAL,Cochrane
SCAM,Teno
SCAN,Los Andes
SCAO,Lolol
SCAP,Alto Palena
SCAQ,Lago Ranco
SCAR,Arica
SCAS,Puerto Aysen
SCAT,Copiapo
SCAU,Paine
SCAV,Chillan
SCAY,Ayacara
SCAZ,Timaukel
SCBA,Balmaceda
SCBB,Negrete
SCBC,Lago Verde
SCBD,Santa Cruz
SCBE,Tocopilla
SCBI,Bahia Inutil
SCBN,Rio Bueno
SCBO,General Bernardo O'Higgins Base
SCBQ,Santiago
SCBR,Lago Brown
SCBS,Bahia Posesion
SCBT,Cochamo
SCBU,Molina
SCBV,Rio Claro
SCCA,Cauquenes
SCCB,Combarbala
SCCC,Chile Chico
SCCE,Cauquenes
SCCF,Calama
SCCG,Combarbala
SCCH,Chillan
SCCI,Punta Arenas
SCCK,Contao
SCCL,Caldera
SCCM,Choshuenco
SCCN,Cauquenes
SCCP,Osorno
SCCQ,Coquimbo
SCCR,Caleta Tortel
SCCS,Casablanca
SCCT,Constitucion
SCCU,Lonquimay
SCCV,Curacaví
SCCY,Coyhaique
SCDA,Iquique
SCDD,Puerto Varas
SCDH,Chaiten
SCDI,Pichidangui
SCDL,Cabildo
SCDM,Duao
SCDQ,Duqueco
SCDS,Retiro
SCDW,Isla Dawson
SCEA,Chaiten
SCEB,Entrada Baker
SCEC,Estacion Chañaral
SCED,Sagrada Familia
SCEG,Talagante
SCEH,Santa Barbara
SCEK,Chepica
SCEL,Santiago
SCEO,Parral
SCEP,Pirque
SCER,Quintero
SCES,El Salvador
SCET,San Vicente De Tagua Tagua
SCEV,Frutillar
SCEX,Aysén
SCEY,Entrada Mayer
SCFA,Antofagasta
SCFC,Fachinal
SCFF,Freirina
SCFI,Frutillar
SCFJ,Ovalle
SCFK,Chillan
SCFL,Casablanca
SCFM,Porvenir
SCFN,Russfin
SCFO,Pelarco
SCFR,Frutillar
SCFS,Chonchi
SCFT,Futaleufu
SCFU,Futrono
SCFX,Isla San Felix
SCGA,La Union
SCGB,Los Sauces
SCGC,Antartica
SCGE,Los Angeles
SCGF,Futrono
SCGH,Los Angeles
SCGI,Retiro
SCGL,Rapel
SCGM,Rengo
SCGN,Chaiten
SCGO,Angol
SCGP,Panguipulli
SCGS,Cholguan
SCGU,Antofagasta
SCGV,Caleta Chañaral De Aceituno
SCGY,Cunco
SCGZ,Puerto Williams
SCHA,Copiapo
SCHC,Santiago
SCHD,Chaiten
SCHE,Huepil
SCHG,Pichidegua
SCHH,Chile Chico
SCHK,La Union
SCHL,Lampa
SCHM,Isla Mocha
SCHN,Choshuenco
SCHO,Los Vilos
SCHP,Retiro
SCHR,Cochrane
SCHT,Chaiten
SCHU,Huasco
SCHW,Hualaihue
SCIA,Isla Apiao
SCIB,Isla Butachauques
SCIC,Curico
SCID,Punta Arenas
SCIE,Concepcion
SCIF,Llifen
SCIH,Isla Las Huichas
SCII,Puerto Ingeniero Ibañez
SCIK,Isla Talcan
SCIL,Illapel
SCIM,Isla Mocha
SCIO,Villa O'Higgins
SCIP,Isla De Pascua
SCIR,Isla Robinson Crusoe
SCIS,Isla Santa Maria
SCIT,Isla Tierra Del Fuego
SCIV,Panimavida
SCJC,Ranguelmo
SCJK,Osorno
SCJO,Osorno
SCJV,San Javier
SCKA,San Carlos
SCKB,Lago Caburga
SCKC,Cunco
SCKD,Rio Bueno
SCKE,Pelluhue
SCKI,Curico
SCKK,Molina
SCKL,Lampa
SCKM,Cochamo
SCKN,Licanten
SCKO,Collipulli
SCKP,Pica
SCKQ,Pucon
SCKT,Coelemu
SCLA,Lautaro
SCLB,Lebu
SCLC,Santiago
SCLD,Llanada Grande
SCLE,Antofagasta
SCLF,Llifen
SCLG,Pencahue
SCLI,Llico
SCLJ,La Junta
SCLK,Cunco
SCLL,Vallenar
SCLM,San Javier
SCLN,Linares
SCLO,Chile Chico
SCLP,Molina
SCLQ,La Ligua
SCLR,Chaiten
SCLS,Lautaro
SCLU,Marchigue
SCLV,Guangali
SCLY,Arauco
SCMA,Puerto Marin Balmaceda
SCMB,La Chimba
SCMC,Puerto Guadal
SCME,Melipilla
SCMF,Villarrica
SCMG,San Javier
SCMH,Marchigue
SCMI,Mialqui
SCMK,Melinka
SCML,Santa Barbara
SCMN,Paine
SCMO,Molina
SCMP,Melipilla
SCMR,Rapel
SCMS,Longavi
SCMU,Pichilemu
SCMV,Molina
SCMY,Michilla
SCMZ,El Manzano
SCNA,Linares
SCND,Ñadis
SCNE,Maria Elena
SCNG,Panguipulli
SCNH,Vilcún
SCNI,San Nicolas
SCNK,Cuncumen
SCNM,Cañete
SCNO,Ñochaco
SCNR,Rengo
SCNS,Punta Arenas
SCNT,Puerto Natales
SCNY,Navarino
SCOA,Ovalle
SCOB,Ovalle
SCOC,Puerto Octay
SCOE,Romeral
SCOH,Villa O'Higgins
SCOI,Hualanne
SCOL,Puyehue
SCOM,Olmue
SCON,Quellon
SCOO,Cisnes
SCOP,Osorno
SCOS,Osorno
SCOT,Ovalle
SCOV,Ovalle
SCOY,Ovalle
SCPA,Antofagasta
SCPB,Puelo Bajo
SCPC,Pucon
SCPE,San Pedro De Atacama
SCPF,Puerto Montt
SCPG,Panguipulli
SCPH,Puyuhuapi
SCPI,Coihueco
SCPK,Puerto Cisnes
SCPL,Paillaco
SCPM,Pichilemu
SCPN,Chaiten
SCPO,Quinta Tilcoco
SCPP,Mulchen
SCPQ,Dalcahue
SCPR,Purranque
SCPS,Copiapo
SCPT,Santa Cruz
SCPU,Peulla
SCPV,Puerto Varas
SCPW,Peumo
SCPX,Punta Catalina
SCPY,Cerro Castillo
SCPZ,Antartica
SCQC,Quino
SCQE,Isla Quenac
SCQI,Lonquimay
SCQK,Tirua
SCQL,Quillota
SCQM,Osorno
SCQO,Aysén
SCQR,Cobquecura
SCQT,Quebrada Las Tacas
SCQW,Quemchi
SCQX,Queilen
SCQY,Lonquimay
SCRA,Chañaral
SCRB,Tortel
SCRC,Rio Cisnes
SCRD,Viña Del Mar
SCRE,Rio Cisnes
SCRF,Laguna San Rafael
SCRG,Rancagua
SCRH,Reñihue
SCRI,Rio Frio
SCRL,Rapel
SCRM,Isla Rey Jorge
SCRN,Rio Negro
SCRO,Romeral
SCRP,Rapel
SCRQ,Rio Bueno
SCRR,Rio Bueno
SCRS,Cartagena
SCRT,Retiro
SCRU,Rio Murta
SCRV,Vilcún
SCRW,Paredones
SCRZ,Marchigue
SCSA,Til Til
SCSB,Cerro Sombrero
SCSD,San Fernando
SCSE,La Serena-Coquimbo
SCSF,San Felipe
SCSG,Algarrobo
SCSH,Teodoro Schmidt
SCSI,Salar De Atacama
SCSJ,San Javier
SCSK,San Clemente
SCSM,Salar De Atacama
SCSN,Santo Domingo
SCSO,Lago Rapel
SCSP,Petorca
SCSQ,San Pablo
SCSR,Segundo Corral
SCSS,San Sebastian
SCST,Castro
SCSU,Freire
SCSV,Peralillo
SCSZ,Puerto Sanchez
SCTA,Santa Barbara
SCTB,Santiago
SCTC,Temuco
SCTE,Puerto Montt
SCTG,Tongoy
SCTH,San Gregorio
SCTI,Santiago
SCTL,Talca
SCTM,Curico
SCTN,Chaiten
SCTO,Victoria
SCTP,Tortel
SCTQ,Alto Del Carmen
SCTR,Traiguen
SCTS,Melipilla
SCTT,Taltal
SCTU,Litueche
SCTW,Casablanca
SCUI,Chaiten
SCUL,Bulnes
SCUM,Cumpeo
SCUN,Teno
SCUP,Cumpeo
SCUR,Bulnes
SCUT,Longavi
SCUZ,Santa Cruz
SCVA,Casablanca
SCVB,Parral
SCVC,Vicuña
SCVD,Valdivia
SCVE,Lago Verde
SCVF,San Pedro
SCVG,Riñihue
SCVH,Santiago
SCVI,Villarrica
SCVJ,Marchigue
SCVK,Vichuquen
SCVL,Valdivia
SCVM,Viña Del Mar
SCVN,Vicuña
SCVO,Victoria
SCVQ,Vichuquen
SCVS,Cochrane
SCVT,Isla De Maipo
SCVU,Vilcun
SCVV,La Union
SCVY,Vilcun
SCXA,Molina
SCXB,Salamanca
SCXR,Lago Ranco
SCYB,Yumbel
SCYC,Puyehue
SCYL,Puyehue
SCYO,El Chaiten
SCYR,Retiro
SCYU,Purranque
SCZB,La Unión
SCZC,Zapallar
SCZE,Pirque
SD-0001,Khartoum
SD00,Elk Point
SD01,Letcher
SD03,Winfred
SD05,Aberdeen
SD09,Chamberlain
SD1,Soldotna
SD13,Doland
SD14,Draper
SD17,Sisseton
SD19,Badger
SD21,Hayes
SD22,Hoven
SD23,Hot Springs
SD24,Sturgis
SD25,Ipswich
SD26,Sturgis
SD29,Menno
SD33,Camp Crook
SD35,Sturgis
SD36,Ridgeview
SD37,Selby
SD40,Rapid City
SD41,Lemmon
SD42,Bridgewater
SD43,Cavour
SD44,Chamberlain
SD45,Redfield
SD46,Dell Rapids
SD47,Eagle Butte
SD48,Faith
SD49,Ferney
SD50,Harrold
SD52,Mitchell
SD53,Beresford
SD54,Aberdeen
SD55,Huron
SD56,Onida
SD57,Pierre
SD58,Burke
SD59,Prairie City
SD60,Strool/Prairie City
SD61,Tyndall
SD62,Verdon
SD63,Custer
SD64,Estelline
SD65,Wilmot
SD66,Cottonwood
SD67,Flandreau
SD68,Hot Springs
SD69,Interior
SD70,Keystone
SD71,Oelrichs
SD72,Opal
SD73,Philip
SD74,Pollock
SD75,Stickney
SD76,Camp Crook
SD77,Rapid City
SD78,Kennebec
SD79,Hoven
SD80,Mobridge
SD81,Vivian
SD82,Wilmot
SD83,De Smet
SD84,Huron
SD86,Custer
SD87,Platte
SD88,Bison
SD89,Pukwana
SD90,Spearfish
SD91,Spearfish
SD92,Mitchell
SD93,Gettysburg
SD94,Revillo
SD96,Viborg
SD97,Vivian
SD98,Enning
SD99,Sioux Falls
SDAA,Araras
SDAB,Araçatuba
SDAC,Guarulhos
SDAD,Adamantina
SDAE,São Pedro
SDAF,Analândia
SDAG,Angra Dos Reis
SDAH,Barueri
SDAI,Americana
SDAJ,Santo Antônio Do Aracanguá
SDAK,Mogi Guaçu
SDAL,Sao Carlos
SDAM,Campinas
SDAN,Brotas
SDAO,São José do Rio Claro
SDAP,São Paulo
SDAQ,São Paulo
SDAR,Amparo
SDAS,Mirandópolis
SDAT,São Paulo
SDAU,Água Clara
SDAV,São Paulo
SDAW,São Paulo
SDAX,São Paulo
SDAY,Santa Ernestina
SDAZ,Areal
SDBA,Batatais
SDBB,Bebedouro
SDBC,Barueri
SDBE,Moju
SDBF,São Paulo
SDBG,Rio De Janeiro
SDBH,São Paulo
SDBI,Birigui
SDBJ,Piedade
SDBK,Botucatu
SDBL,São Paulo
SDBM,São Paulo
SDBN,Salto De Pirapora
SDBO,Inhaúma
SDBP,Bragança Paulista
SDBQ,Fortaleza
SDBR,São Paulo
SDBS,São Paulo
SDBT,São Paulo
SDBU,Nova Andradina
SDBV,Ilha Comprida
SDBW,São Paulo
SDBX,Brasilia
SDBY,Bariri
SDBZ,Barueri
SDCA,Capão Bonito
SDCB,Cubatão
SDCC,Araçatuba
SDCD,Catanduva
SDCE,Pirapora
SDCF,São Paulo
SDCG,São Paulo De Olivença
SDCH,São Paulo
SDCI,Macaé
SDCJ,Alto Araguaia
SDCK,São Paulo
SDCL,Cerqueira César
SDCM,São Desidério
SDCN,Rio De Janeiro
SDCO,Sorocaba
SDCP,Amparo
SDCQ,Cotia
SDCR,Itanhaém
SDCS,Eunápolis
SDCT,Estiva Gerbi
SDCU,Casemiro De Abreu
SDCV,São Paulo
SDCW,Colômbia
SDCX,Rio De Janeiro
SDCY,São Paulo
SDCZ,Mangaratiba
SDDA,Santo André
SDDB,Campos Novos Paulista
SDDC,Duque De Caxias
SDDD,Corumbá
SDDF,São Paulo
SDDG,São Paulo
SDDH,São Paulo
SDDJ,Monções
SDDK,Ocauçu
SDDL,Tatuí
SDDM,Rio De Janeiro
SDDN,Andradina
SDDO,Rio De Janeiro
SDDP,São Paulo
SDDR,Dracena
SDDT,Macaé
SDDU,Dourado
SDDV,Palmares Paulista
SDDW,Guarujá
SDDX,Populina
SDDY,Cubatão
SDEA,São Paulo
SDEB,São José Dos Campos
SDEC,Alto Garças
SDED,Ipeúna
SDEE,Itaí
SDEF,São Paulo
SDEG,Martinópolis
SDEH,Araras
SDEJ,Itapetininga
SDEK,São Sebastião
SDEL,São Paulo
SDEM,Álvares Machado
SDEO,Ibitinga
SDEP,Presidente Epitácio
SDEQ,São Paulo
SDER,Sud Menucci
SDES,Sales De Oliveira
SDET,Tietê
SDEU,Cajamar
SDEV,São Paulo
SDEW,Mogi Das Cruzes
SDEY,Diadema
SDEZ,São Paulo
SDFA,Pereira Barreto
SDFB,Barretos
SDFC,Altair
SDFD,Fernandópolis
SDFE,Bela Vista
SDFF,Araraquara
SDFG,Arapeí
SDFH,Santa Rosa Do Viterbo
SDFI,Araraquara
SDFK,Marabá Paulista
SDFL,Itapetininga
SDFM,Teodoro Sampaio
SDFN,Fartura
SDFO,Santana Do Parnaíba
SDFP,São Paulo
SDFQ,Rio De Janeiro
SDFS,Dourado
SDFT,Itapira
SDFU,Presidente Eptácio
SDFV,São Paulo
SDFW,São Paulo
SDFX,Casa Nova
SDFY,Osvaldo Cruz
SDFZ,São Paulo
SDGA,Guarujá
SDGB,Guaíra
SDGC,Garça
SDGD,Botucatu
SDGE,São Caetano Do Sul
SDGF,Ocauçu
SDGH,Barretos
SDGI,Campinas
SDGJ,Guaimbê
SDGK,Guararapes
SDGL,Rio De Janeiro
SDGM,São Paulo
SDGO,Guarulhos
SDGP,Avaré
SDGQ,São Paulo
SDGR,Guararapes
SDGS,São Paulo
SDGT,Campos Novos Paulista
SDGU,Guariba
SDGV,Cotia
SDGW,São Paulo
SDGX,São Paulo
SDGY,Araçatuba
SDGZ,Osasco
SDHA,São Paulo
SDHB,Osasco
SDHC,Getulina
SDHD,Niterói
SDHE,Itapira
SDHG,Osasco
SDHH,Paulínea
SDHI,São Paulo
SDHJ,São Paulo
SDHK,Santo André
SDHL,Rio De Janeiro
SDHM,São Paulo
SDHN,São Paulo
SDHO,Santo André
SDHQ,São Paulo
SDHS,São José Dos Campos
SDHT,São Paulo
SDHU,Rio De Janeiro
SDHV,São Paulo
SDHW,São Paulo
SDHY,São Paulo
SDHZ,Campinas
SDI,
SDIA,São Paulo
SDIB,Espírito Santo Do Pinhal
SDID,Itararé
SDIE,Cotia
SDIF,Belo Horizonte
SDIG,Ibitinga
SDIH,Biritiba-Mirim
SDII,Barueri
SDIJ,Itaboraí
SDIK,Campinas
SDIL,Angra Dos Reis
SDIM,Itanhaém
SDIN,Rio De Janeiro
SDIO,Itápolis
SDIP,Caçapava
SDIQ,Angra Dos Reis
SDIR,Parati
SDIS,Arandu
SDIT,São Paulo
SDIU,Itu
SDIV,Ituverava
SDIW,São Paulo
SDIX,Guarujá
SDIY,São Bernardo Do Campo
SDIZ,Cardoso
SDJA,Itirapina
SDJB,Bragança Paulista
SDJC,Jaboticabal
SDJE,Jacareí
SDJF,Buri
SDJG,Santa Cruz Do Rio Pardo
SDJH,Salvador
SDJI,Jacareí
SDJJ,São Paulo
SDJK,Barueri
SDJL,Jales
SDJM,Jundiaí
SDJN,Jardinópolis
SDJO,São Joaquim Da Barra
SDJQ,Pereira Barreto
SDJR,São José Do Rio Preto
SDJT,Jundiaí
SDJU,São Paulo
SDJV,São João Da Boa Vista
SDJW,São Paulo
SDJY,São Paulo
SDJZ,Morro Agudo
SDKB,Casa Branca
SDKC,Gália
SDKD,São Paulo
SDKE,Coribe
SDKF,Curaçá
SDKG,Cerqueira César
SDKH,Ribeirão Preto
SDKI,São José Dos Campos
SDKJ,Formosa Do Rio Preto
SDKK,Mococa
SDKM,São Paulo
SDKN,Mineiros Do Tietê
SDKO,Colômbia
SDKP,Pompéia
SDKQ,Guaraci
SDKR,Pontes E Lacerda
SDKS,Rio De Janeiro
SDKT,São Paulo
SDKU,Indaiatuba
SDKV,São Paulo
SDKW,Vera
SDKY,São Paulo
SDLA,Parati
SDLB,São Paulo
SDLC,Lucélia
SDLD,Ribeirão Branco
SDLE,Rio De Contas
SDLF,Osasco
SDLG,Ourolândia
SDLH,Tucano
SDLI,Abaré
SDLJ,Parauapebas
SDLK,Caculé
SDLL,Leme
SDLM,Ipua
SDLN,Cabo Frio
SDLO,Cairu
SDLP,Lençóis Paulista
SDLQ,Guararapes
SDLR,Valentim Gentil
SDLS,Guararema
SDLT,Lutecia
SDLU,Barra Bonita
SDLV,Florestópolis
SDLW,Campo Novo Do Parecis
SDLX,São Félix Do Araguaia
SDLY,Matão
SDMA,Tremembé
SDMB,Campinas
SDMC,Maricá
SDMD,Coxim
SDME,Matão
SDMF,São Sebastião
SDMH,Mirassol
SDMI,São Paulo
SDMJ,Mogi Mirim
SDML,São Sebastião
SDMN,Capão Bonito
SDMO,Monte Alto
SDMP,Mairiporã
SDMQ,Porto Murtinho
SDMR,Rio De Janeiro
SDMS,Angra Dos Reis
SDMT,São Paulo
SDMU,Rio De Janeiro
SDMV,Jaú
SDMW,Nova Crixás
SDMX,Campo Verde
SDMY,Matão
SDMZ,São Bernardo Do Campo
SDNA,Comendador Gomes
SDNB,Guarujá
SDNC,Taubaté
SDND,Narandiba
SDNE,Marabá Paulista
SDNF,Uberlândia
SDNG,Nova Maringá
SDNH,Novo Horizonte
SDNI,Vargem Grande Paulista
SDNJ,Capão Bonito
SDNK,Primavera Do Leste
SDNL,Nova Europa
SDNM,Petrópolis
SDNN,São Paulo
SDNO,São Manuel
SDNP,São Paulo
SDNR,São Paulo
SDNS,Petrópolis
SDNU,Rio De Janeiro
SDNV,Altamira
SDNW,São José Do Xingu
SDNX,Angra dos Reis
SDNY,Nova Iguaçu
SDNZ,Sonora
SDOA,Barra Do Corda
SDOB,Tapiratiba
SDOC,São Paulo
SDOD,Barra Do Corda
SDOE,Grajaú
SDOF,Ipojuca
SDOG,Guarujá
SDOH,Pouso Alegre
SDOI,Boituva
SDOK,Jundiaí
SDOL,Tapurá
SDOM,Osasco
SDON,São Paulo
SDOP,Hortolândia
SDOR,Orlândia
SDOS,Guarujá
SDOT,São Paulo
SDOU,Ourinhos
SDOV,Mozarlândia
SDOW,Ourilândia do Norte
SDOX,São Carlos
SDOY,Jacareí
SDOZ,Apiacás
SDPA,Mangaratiba
SDPB,Guarulhos
SDPC,Rancharia
SDPD,Pindamonhangaba
SDPE,Sorocaba
SDPF,Porto Ferreira
SDPG,Andradina
SDPH,São Paulo
SDPJ,São Paulo
SDPK,São Paulo
SDPL,São Paulo
SDPM,São Paulo
SDPN,Penápolis
SDPO,São Paulo
SDPP,Paranapanema
SDPR,Campinas
SDPS,Santa Isabel
SDPT,São Paulo
SDPU,Rio De Janeiro
SDPV,Presidente Venceslau
SDPW,Piracicaba
SDPY,Pirassununga
SDQA,São Paulo
SDQB,São Paulo
SDQC,São Paulo
SDQD,Rio De Janeiro
SDQE,Ponta Porã
SDQF,Itapecerica Da Serra
SDQG,Caiabu
SDQH,Tibagi
SDQI,Indaiatuba
SDQJ,Rio De Janeiro
SDQL,Nioaque
SDQM,Ribeirão Preto
SDQN,Nioaque
SDQO,Morungaba
SDQP,São Paulo
SDQQ,Quatá
SDQS,São Paulo
SDQT,São Paulo
SDQV,Cáceres
SDQW,Sorriso
SDQX,Itapeva
SDQY,Campinas
SDQZ,Barra Do Garças
SDRA,São Miguel Arcanjo
SDRB,São Paulo
SDRC,Rancharia
SDRD,Santa Rita Do Passa Quatro
SDRE,Rio De Janeiro
SDRF,Rio Claro
SDRG,Pinhais
SDRH,Campo Grande
SDRI,Rio De Janeiro
SDRJ,Rio De Janeiro
SDRK,Rio Claro
SDRL,São Paulo
SDRN,São Paulo
SDRO,Rondonópolis
SDRQ,Porto Seguro
